N_neighbors,weights,algorithm,Leaf_size,P,MMRE-
10,distance,kd_tree,100,2,5083.89178
10,distance,brute,10,1,2563.2483
10,distance,brute,10,2,5083.89178
10,distance,brute,20,1,2563.2483
10,distance,brute,20,2,5083.89178
10,distance,brute,30,1,2563.2483
10,distance,brute,30,2,5083.89178
10,distance,brute,40,1,2563.2483
10,distance,brute,40,2,5083.89178
10,distance,brute,50,1,2563.2483
10,distance,brute,50,2,5083.89178
10,distance,brute,100,1,2563.2483
10,distance,brute,100,2,5083.89178
13,uniform,auto,10,1,4733.8355599999995
13,uniform,auto,10,2,4592.9140800000005
13,uniform,auto,20,1,4733.8355599999995
13,uniform,auto,20,2,4592.9140800000005
13,uniform,auto,30,1,4733.8355599999995
13,uniform,auto,30,2,4592.9140800000005
13,uniform,auto,40,1,4733.8355599999995
13,uniform,auto,40,2,4592.9140800000005
13,uniform,auto,50,1,4733.8355599999995
13,uniform,auto,50,2,4592.9140800000005
13,uniform,auto,100,1,4733.8355599999995
13,uniform,auto,100,2,4592.9140800000005
13,uniform,ball_tree,10,1,4733.8355599999995
13,uniform,ball_tree,10,2,4592.9140800000005
13,uniform,ball_tree,20,1,4733.8355599999995
13,uniform,ball_tree,20,2,4592.9140800000005
13,uniform,ball_tree,30,1,4733.8355599999995
13,uniform,ball_tree,30,2,4592.9140800000005
13,uniform,ball_tree,40,1,4733.8355599999995
13,uniform,ball_tree,40,2,4592.9140800000005
13,uniform,ball_tree,50,1,4733.8355599999995
13,uniform,ball_tree,50,2,4592.9140800000005
13,uniform,ball_tree,100,1,4733.8355599999995
13,uniform,ball_tree,100,2,4592.9140800000005
13,uniform,kd_tree,10,1,4733.8355599999995
13,uniform,kd_tree,10,2,4592.9140800000005
13,uniform,kd_tree,20,1,4733.8355599999995
13,uniform,kd_tree,20,2,4592.9140800000005
13,uniform,kd_tree,30,1,4733.8355599999995
13,uniform,kd_tree,30,2,4592.9140800000005
13,uniform,kd_tree,40,1,4733.8355599999995
13,uniform,kd_tree,40,2,4592.9140800000005
13,uniform,kd_tree,50,1,4733.8355599999995
13,uniform,kd_tree,50,2,4592.9140800000005
13,uniform,kd_tree,100,1,4733.8355599999995
13,uniform,kd_tree,100,2,4592.9140800000005
13,uniform,brute,10,1,4733.8355599999995
13,uniform,brute,10,2,4592.9140800000005
13,uniform,brute,20,1,4733.8355599999995
13,uniform,brute,20,2,4592.9140800000005
13,uniform,brute,30,1,4733.8355599999995
13,uniform,brute,30,2,4592.9140800000005
13,uniform,brute,40,1,4733.8355599999995
13,uniform,brute,40,2,4592.9140800000005
13,uniform,brute,50,1,4733.8355599999995
13,uniform,brute,50,2,4592.9140800000005
13,uniform,brute,100,1,4733.8355599999995
13,uniform,brute,100,2,4592.9140800000005
13,distance,auto,10,1,4565.37494
13,distance,auto,10,2,4574.177519999999
13,distance,auto,20,1,4565.37494
13,distance,auto,20,2,4574.177519999999
13,distance,auto,30,1,4565.37494
13,distance,auto,30,2,4574.177519999999
13,distance,auto,40,1,4565.37494
13,distance,auto,40,2,4574.177519999999
13,distance,auto,50,1,4565.37494
13,distance,auto,50,2,4574.177519999999
13,distance,auto,100,1,4565.37494
13,distance,auto,100,2,4574.177519999999
13,distance,ball_tree,10,1,4565.37494
13,distance,ball_tree,10,2,4574.177519999999
13,distance,ball_tree,20,1,4565.37494
13,distance,ball_tree,20,2,4574.177519999999
13,distance,ball_tree,30,1,4565.37494
13,distance,ball_tree,30,2,4574.177519999999
13,distance,ball_tree,40,1,4565.37494
13,distance,ball_tree,40,2,4574.177519999999
13,distance,ball_tree,50,1,4565.37494
13,distance,ball_tree,50,2,4574.177519999999
13,distance,ball_tree,100,1,4565.37494
13,distance,ball_tree,100,2,4574.177519999999
13,distance,kd_tree,10,1,4565.37494
13,distance,kd_tree,10,2,4574.177519999999
13,distance,kd_tree,20,1,4565.37494
13,distance,kd_tree,20,2,4574.177519999999
13,distance,kd_tree,30,1,4565.37494
13,distance,kd_tree,30,2,4574.177519999999
13,distance,kd_tree,40,1,4565.37494
13,distance,kd_tree,40,2,4574.177519999999
13,distance,kd_tree,50,1,4565.37494
